Gene Exonic_mutations Pval Qval
ENSG00000232307.1 2 0.07 0.35086186540732
ENSG00000232358.1 1 0.07 0.35086186540732
ENSG00000233969.1 1 0.07 0.35086186540732
ENSG00000234527.1 1 0.07 0.35086186540732
ENSG00000235121.1 1 0.07 0.35086186540732
ENSG00000235337.1 1 0.07 0.35086186540732
ENSG00000236240.1 1 0.07 0.35086186540732
ENSG00000236658.1 1 0.07 0.35086186540732
ENSG00000240015.2 1 0.07 0.35086186540732
ENSG00000249937.1 2 0.07 0.35086186540732
ENSG00000254141.1 1 0.07 0.35086186540732
ENSG00000254315.1 1 0.07 0.35086186540732
ENSG00000254369.2 3 0.07 0.35086186540732
ENSG00000254422.1 1 0.07 0.35086186540732
ENSG00000254450.1 1 0.07 0.35086186540732
ENSG00000254511.1 1 0.07 0.35086186540732
ENSG00000255094.1 1 0.07 0.35086186540732
ENSG00000255274.4 1 0.07 0.35086186540732
ENSG00000258108.1 1 0.07 0.35086186540732
ENSG00000258946.1 1 0.07 0.35086186540732
ENSG00000260351.1 1 0.07 0.35086186540732
ENSG00000260816.1 3 0.07 0.35086186540732
ENSG00000262052.1 1 0.07 0.35086186540732
ENSG00000264754.1 1 0.07 0.35086186540732
ENSG00000269574.1 1 0.07 0.35086186540732
ENSG00000271554.1 1 0.07 0.35086186540732
ENSG00000272078.1 5 0.07 0.35086186540732
ENSG00000272694.1 1 0.07 0.35086186540732
ENSG00000273373.1 2 0.07 0.35086186540732
ENSG00000205562.1 2 0.075 0.35086186540732
ENSG00000223563.1 1 0.075 0.35086186540732
ENSG00000226155.1 1 0.075 0.35086186540732
ENSG00000226349.1 1 0.075 0.35086186540732
ENSG00000226447.1 1 0.075 0.35086186540732
ENSG00000226891.2 2 0.075 0.35086186540732
ENSG00000232072.1 1 0.075 0.35086186540732
ENSG00000232686.1 1 0.075 0.35086186540732
ENSG00000244055.1 1 0.075 0.35086186540732
ENSG00000250706.1 1 0.075 0.35086186540732
ENSG00000250777.1 1 0.075 0.35086186540732
ENSG00000251661.3 2 0.075 0.35086186540732
ENSG00000251670.1 1 0.075 0.35086186540732
ENSG00000253961.1 1 0.075 0.35086186540732
ENSG00000253979.1 1 0.075 0.35086186540732
ENSG00000255390.1 1 0.075 0.35086186540732
ENSG00000255599.1 1 0.075 0.35086186540732
ENSG00000255921.1 1 0.075 0.35086186540732
ENSG00000256226.1 1 0.075 0.35086186540732
ENSG00000259616.1 1 0.075 0.35086186540732
ENSG00000261270.1 1 0.075 0.35086186540732
ENSG00000262061.1 1 0.075 0.35086186540732
ENSG00000263201.1 2 0.075 0.35086186540732
ENSG00000266065.1 1 0.075 0.35086186540732
ENSG00000267815.1 1 0.075 0.35086186540732
ENSG00000269694.1 1 0.075 0.35086186540732
ENSG00000269938.1 1 0.075 0.35086186540732
ENSG00000272650.1 1 0.075 0.35086186540732
ENSG00000273175.1 1 0.075 0.35086186540732
ENSG00000185186.4 2 0.08 0.35086186540732
ENSG00000203729.4 1 0.08 0.35086186540732
ENSG00000213971.3 3 0.08 0.35086186540732
ENSG00000224000.1 1 0.08 0.35086186540732
ENSG00000224717.1 2 0.08 0.35086186540732
ENSG00000226771.1 1 0.08 0.35086186540732
ENSG00000226822.1 1 0.08 0.35086186540732
ENSG00000228016.1 2 0.08 0.35086186540732
ENSG00000229294.1 1 0.08 0.35086186540732
ENSG00000229525.1 2 0.08 0.35086186540732
ENSG00000229642.1 1 0.08 0.35086186540732
ENSG00000230489.1 1 0.08 0.35086186540732
ENSG00000233967.2 1 0.08 0.35086186540732
ENSG00000234083.1 1 0.08 0.35086186540732
ENSG00000234311.1 1 0.08 0.35086186540732
ENSG00000234506.1 1 0.08 0.35086186540732
ENSG00000237588.2 2 0.08 0.35086186540732
ENSG00000238129.1 1 0.08 0.35086186540732
ENSG00000250819.1 1 0.08 0.35086186540732
ENSG00000251367.1 1 0.08 0.35086186540732
ENSG00000253475.1 1 0.08 0.35086186540732
ENSG00000253825.1 1 0.08 0.35086186540732
ENSG00000254821.1 1 0.08 0.35086186540732
ENSG00000255335.1 1 0.08 0.35086186540732
ENSG00000255608.1 1 0.08 0.35086186540732
ENSG00000256039.1 1 0.08 0.35086186540732
ENSG00000256571.1 1 0.08 0.35086186540732
ENSG00000259072.1 1 0.08 0.35086186540732
ENSG00000260072.1 3 0.08 0.35086186540732
ENSG00000261184.1 1 0.08 0.35086186540732
ENSG00000261204.1 1 0.08 0.35086186540732
ENSG00000261220.2 1 0.08 0.35086186540732
ENSG00000261810.1 1 0.08 0.35086186540732
ENSG00000261818.1 1 0.08 0.35086186540732
ENSG00000264464.1 1 0.08 0.35086186540732
ENSG00000267395.1 1 0.08 0.35086186540732
ENSG00000267580.1 2 0.08 0.35086186540732
ENSG00000269956.1 1 0.08 0.35086186540732
ENSG00000270076.1 1 0.08 0.35086186540732
ENSG00000270140.1 1 0.08 0.35086186540732
ENSG00000270412.1 1 0.08 0.35086186540732
ENSG00000273388.1 1 0.08 0.35086186540732
ENSG00000223944.1 1 0.085 0.35086186540732
ENSG00000227279.1 1 0.085 0.35086186540732
ENSG00000227719.1 1 0.085 0.35086186540732
ENSG00000229928.1 1 0.085 0.35086186540732
ENSG00000230912.1 1 0.085 0.35086186540732
ENSG00000231605.1 1 0.085 0.35086186540732
ENSG00000235593.1 1 0.085 0.35086186540732
ENSG00000236166.1 1 0.085 0.35086186540732
ENSG00000240666.1 1 0.085 0.35086186540732
ENSG00000241679.2 1 0.085 0.35086186540732
ENSG00000249623.1 1 0.085 0.35086186540732
ENSG00000249959.1 1 0.085 0.35086186540732
ENSG00000253417.1 2 0.085 0.35086186540732
ENSG00000254162.1 4 0.085 0.35086186540732
ENSG00000255856.1 1 0.085 0.35086186540732
ENSG00000256071.1 1 0.085 0.35086186540732
ENSG00000256286.1 1 0.085 0.35086186540732
ENSG00000256596.1 1 0.085 0.35086186540732
ENSG00000258525.1 1 0.085 0.35086186540732
ENSG00000258630.1 1 0.085 0.35086186540732
ENSG00000258687.1 1 0.085 0.35086186540732
ENSG00000258958.1 1 0.085 0.35086186540732
ENSG00000260604.1 3 0.085 0.35086186540732
ENSG00000260744.1 1 0.085 0.35086186540732
ENSG00000261384.1 1 0.085 0.35086186540732
ENSG00000262880.1 1 0.085 0.35086186540732
ENSG00000262888.1 1 0.085 0.35086186540732
ENSG00000264000.1 1 0.085 0.35086186540732
ENSG00000265115.1 1 0.085 0.35086186540732
ENSG00000269842.2 2 0.085 0.35086186540732
ENSG00000271998.1 2 0.085 0.35086186540732
ENSG00000272021.1 1 0.085 0.35086186540732
ENSG00000272477.1 1 0.085 0.35086186540732
ENSG00000273087.1 1 0.085 0.35086186540732
ENSG00000273415.1 1 0.085 0.35086186540732
ENSG00000224467.1 1 0.09 0.35086186540732
ENSG00000224626.1 1 0.09 0.35086186540732
ENSG00000226994.3 3 0.09 0.35086186540732
ENSG00000227516.1 1 0.09 0.35086186540732
ENSG00000228151.1 2 0.09 0.35086186540732
ENSG00000228692.2 1 0.09 0.35086186540732
ENSG00000229751.1 1 0.09 0.35086186540732
ENSG00000229855.4 2 0.09 0.35086186540732
ENSG00000233860.1 1 0.09 0.35086186540732
ENSG00000237707.1 1 0.09 0.35086186540732
ENSG00000242385.1 2 0.09 0.35086186540732
ENSG00000242522.1 1 0.09 0.35086186540732
ENSG00000248428.1 1 0.09 0.35086186540732
ENSG00000248935.1 1 0.09 0.35086186540732
ENSG00000249942.1 1 0.09 0.35086186540732
ENSG00000250899.3 1 0.09 0.35086186540732
ENSG00000251072.2 1 0.09 0.35086186540732
ENSG00000253681.1 1 0.09 0.35086186540732
ENSG00000254842.2 2 0.09 0.35086186540732
ENSG00000255998.1 1 0.09 0.35086186540732
ENSG00000258647.1 1 0.09 0.35086186540732
ENSG00000259588.1 1 0.09 0.35086186540732
