Gene Exonic_mutations Pval Qval
ENSG00000259877.1 1 0.09 0.35086186540732
ENSG00000261582.1 1 0.09 0.35086186540732
ENSG00000264272.1 1 0.09 0.35086186540732
ENSG00000268532.1 3 0.09 0.35086186540732
ENSG00000269936.2 1 0.09 0.35086186540732
ENSG00000203441.2 1 0.095 0.35086186540732
ENSG00000212939.2 3 0.095 0.35086186540732
ENSG00000224281.4 4 0.095 0.35086186540732
ENSG00000228251.1 1 0.095 0.35086186540732
ENSG00000229395.1 1 0.095 0.35086186540732
ENSG00000230294.4 2 0.095 0.35086186540732
ENSG00000231681.1 1 0.095 0.35086186540732
ENSG00000231776.1 1 0.095 0.35086186540732
ENSG00000232309.1 1 0.095 0.35086186540732
ENSG00000232606.1 1 0.095 0.35086186540732
ENSG00000233977.1 1 0.095 0.35086186540732
ENSG00000238034.1 1 0.095 0.35086186540732
ENSG00000242396.1 1 0.095 0.35086186540732
ENSG00000242973.2 1 0.095 0.35086186540732
ENSG00000243155.1 2 0.095 0.35086186540732
ENSG00000248008.2 1 0.095 0.35086186540732
ENSG00000255076.2 1 0.095 0.35086186540732
ENSG00000257124.2 1 0.095 0.35086186540732
ENSG00000261080.1 1 0.095 0.35086186540732
ENSG00000261402.1 2 0.095 0.35086186540732
ENSG00000261710.1 1 0.095 0.35086186540732
ENSG00000261789.1 2 0.095 0.35086186540732
ENSG00000264735.1 1 0.095 0.35086186540732
ENSG00000267224.1 1 0.095 0.35086186540732
ENSG00000270147.1 1 0.095 0.35086186540732
ENSG00000273044.1 1 0.095 0.35086186540732
ENSG00000179600.2 1 0.1 0.35086186540732
ENSG00000223669.1 1 0.1 0.35086186540732
ENSG00000223692.1 1 0.1 0.35086186540732
ENSG00000225148.1 1 0.1 0.35086186540732
ENSG00000230773.2 2 0.1 0.35086186540732
ENSG00000232324.1 1 0.1 0.35086186540732
ENSG00000232600.2 1 0.1 0.35086186540732
ENSG00000235403.1 1 0.1 0.35086186540732
ENSG00000239322.1 1 0.1 0.35086186540732
ENSG00000241336.1 1 0.1 0.35086186540732
ENSG00000248417.1 1 0.1 0.35086186540732
ENSG00000253595.1 1 0.1 0.35086186540732
ENSG00000254325.2 1 0.1 0.35086186540732
ENSG00000256258.1 1 0.1 0.35086186540732
ENSG00000256577.1 1 0.1 0.35086186540732
ENSG00000258425.1 1 0.1 0.35086186540732
ENSG00000258929.2 2 0.1 0.35086186540732
ENSG00000259054.1 1 0.1 0.35086186540732
ENSG00000260385.1 2 0.1 0.35086186540732
ENSG00000261633.1 1 0.1 0.35086186540732
ENSG00000265148.1 1 0.1 0.35086186540732
ENSG00000265775.1 1 0.1 0.35086186540732
ENSG00000225612.1 1 0.105 0.35086186540732
ENSG00000228651.1 1 0.105 0.35086186540732
ENSG00000228709.1 1 0.105 0.35086186540732
ENSG00000228824.2 3 0.105 0.35086186540732
ENSG00000229019.1 1 0.105 0.35086186540732
ENSG00000229206.2 1 0.105 0.35086186540732
ENSG00000231010.1 1 0.105 0.35086186540732
ENSG00000234531.2 1 0.105 0.35086186540732
ENSG00000235782.1 1 0.105 0.35086186540732
ENSG00000237556.1 1 0.105 0.35086186540732
ENSG00000248555.2 1 0.105 0.35086186540732
ENSG00000253163.1 1 0.105 0.35086186540732
ENSG00000253778.1 1 0.105 0.35086186540732
ENSG00000258743.1 2 0.105 0.35086186540732
ENSG00000259953.1 1 0.105 0.35086186540732
ENSG00000260683.1 2 0.105 0.35086186540732
ENSG00000262445.3 1 0.105 0.35086186540732
ENSG00000263508.1 1 0.105 0.35086186540732
ENSG00000267074.1 1 0.105 0.35086186540732
ENSG00000163364.5 2 0.11 0.35086186540732
ENSG00000225472.1 1 0.11 0.35086186540732
ENSG00000227294.1 1 0.11 0.35086186540732
ENSG00000227364.1 1 0.11 0.35086186540732
ENSG00000227674.1 2 0.11 0.35086186540732
ENSG00000227757.1 1 0.11 0.35086186540732
ENSG00000228430.4 2 0.11 0.35086186540732
ENSG00000228697.1 1 0.11 0.35086186540732
ENSG00000230552.1 2 0.11 0.35086186540732
ENSG00000230852.1 1 0.11 0.35086186540732
ENSG00000230923.1 2 0.11 0.35086186540732
ENSG00000230971.1 1 0.11 0.35086186540732
ENSG00000231138.1 1 0.11 0.35086186540732
ENSG00000231505.1 1 0.11 0.35086186540732
ENSG00000231595.1 1 0.11 0.35086186540732
ENSG00000232001.1 1 0.11 0.35086186540732
ENSG00000232243.1 1 0.11 0.35086186540732
ENSG00000232532.1 1 0.11 0.35086186540732
ENSG00000232788.1 1 0.11 0.35086186540732
ENSG00000233519.1 1 0.11 0.35086186540732
ENSG00000233760.1 2 0.11 0.35086186540732
ENSG00000234789.1 1 0.11 0.35086186540732
ENSG00000234810.1 2 0.11 0.35086186540732
ENSG00000236091.1 1 0.11 0.35086186540732
ENSG00000236545.1 1 0.11 0.35086186540732
ENSG00000236635.2 1 0.11 0.35086186540732
ENSG00000237017.1 2 0.11 0.35086186540732
ENSG00000237389.1 1 0.11 0.35086186540732
ENSG00000237685.1 1 0.11 0.35086186540732
ENSG00000239203.1 1 0.11 0.35086186540732
ENSG00000241505.1 1 0.11 0.35086186540732
ENSG00000242125.2 1 0.11 0.35086186540732
ENSG00000243694.2 1 0.11 0.35086186540732
ENSG00000245870.2 1 0.11 0.35086186540732
ENSG00000248346.1 1 0.11 0.35086186540732
ENSG00000248441.2 2 0.11 0.35086186540732
ENSG00000248949.1 1 0.11 0.35086186540732
ENSG00000249066.1 1 0.11 0.35086186540732
ENSG00000249290.1 1 0.11 0.35086186540732
ENSG00000250850.2 1 0.11 0.35086186540732
ENSG00000250920.1 1 0.11 0.35086186540732
ENSG00000253766.1 1 0.11 0.35086186540732
ENSG00000253992.1 1 0.11 0.35086186540732
ENSG00000254020.1 1 0.11 0.35086186540732
ENSG00000254226.1 2 0.11 0.35086186540732
ENSG00000254802.1 1 0.11 0.35086186540732
ENSG00000254861.1 1 0.11 0.35086186540732
ENSG00000255171.1 2 0.11 0.35086186540732
ENSG00000255655.1 1 0.11 0.35086186540732
ENSG00000255910.1 1 0.11 0.35086186540732
ENSG00000256458.1 1 0.11 0.35086186540732
ENSG00000257219.1 1 0.11 0.35086186540732
ENSG00000257285.1 1 0.11 0.35086186540732
ENSG00000257379.1 1 0.11 0.35086186540732
ENSG00000257523.1 1 0.11 0.35086186540732
ENSG00000257904.1 1 0.11 0.35086186540732
ENSG00000258026.1 1 0.11 0.35086186540732
ENSG00000258598.1 1 0.11 0.35086186540732
ENSG00000258868.1 1 0.11 0.35086186540732
ENSG00000259488.1 1 0.11 0.35086186540732
ENSG00000259734.1 1 0.11 0.35086186540732
ENSG00000260257.1 1 0.11 0.35086186540732
ENSG00000260367.1 1 0.11 0.35086186540732
ENSG00000260402.1 1 0.11 0.35086186540732
ENSG00000260618.1 1 0.11 0.35086186540732
ENSG00000260920.1 2 0.11 0.35086186540732
ENSG00000261268.1 1 0.11 0.35086186540732
ENSG00000261453.1 1 0.11 0.35086186540732
ENSG00000262115.1 1 0.11 0.35086186540732
ENSG00000264727.1 2 0.11 0.35086186540732
ENSG00000265618.1 1 0.11 0.35086186540732
ENSG00000266893.1 2 0.11 0.35086186540732
ENSG00000266977.1 1 0.11 0.35086186540732
ENSG00000267040.2 2 0.11 0.35086186540732
ENSG00000267231.1 1 0.11 0.35086186540732
ENSG00000267337.1 2 0.11 0.35086186540732
ENSG00000267858.1 2 0.11 0.35086186540732
ENSG00000268164.1 1 0.11 0.35086186540732
ENSG00000270751.1 1 0.11 0.35086186540732
ENSG00000272141.1 1 0.11 0.35086186540732
ENSG00000272461.1 1 0.11 0.35086186540732
ENSG00000272699.1 1 0.11 0.35086186540732
ENSG00000272902.1 2 0.11 0.35086186540732
ENSG00000273312.1 2 0.11 0.35086186540732
ENSG00000273424.1 1 0.11 0.35086186540732
ENSG00000273447.1 1 0.11 0.35086186540732
ENSG00000215068.3 2 0.115 0.35086186540732
ENSG00000225775.1 1 0.115 0.35086186540732
ENSG00000226649.1 1 0.115 0.35086186540732
ENSG00000228876.1 1 0.115 0.35086186540732
ENSG00000231507.1 1 0.115 0.35086186540732
ENSG00000231742.1 1 0.115 0.35086186540732
ENSG00000233223.2 1 0.115 0.35086186540732
ENSG00000236242.1 1 0.115 0.35086186540732
ENSG00000240707.2 2 0.115 0.35086186540732
ENSG00000255458.1 1 0.115 0.35086186540732
ENSG00000260848.1 1 0.115 0.35086186540732
ENSG00000261313.1 1 0.115 0.35086186540732
ENSG00000261668.1 2 0.115 0.35086186540732
ENSG00000265943.1 1 0.115 0.35086186540732
ENSG00000266248.1 1 0.115 0.35086186540732
ENSG00000270117.1 1 0.115 0.35086186540732
ENSG00000049319.2 2 0.12 0.35086186540732
ENSG00000173867.8 1 0.12 0.35086186540732
ENSG00000205325.1 2 0.12 0.35086186540732
ENSG00000225768.1 1 0.12 0.35086186540732
ENSG00000227611.1 1 0.12 0.35086186540732
ENSG00000228204.2 1 0.12 0.35086186540732
ENSG00000229325.1 1 0.12 0.35086186540732
ENSG00000230551.3 2 0.12 0.35086186540732
ENSG00000231150.1 1 0.12 0.35086186540732
ENSG00000231160.5 2 0.12 0.35086186540732
ENSG00000231200.1 1 0.12 0.35086186540732
ENSG00000231589.1 1 0.12 0.35086186540732
ENSG00000232212.1 1 0.12 0.35086186540732
ENSG00000234848.1 1 0.12 0.35086186540732
ENSG00000235972.1 1 0.12 0.35086186540732
ENSG00000236024.1 1 0.12 0.35086186540732
ENSG00000237646.1 1 0.12 0.35086186540732
ENSG00000237767.1 1 0.12 0.35086186540732
ENSG00000238169.1 1 0.12 0.35086186540732
ENSG00000238291.1 1 0.12 0.35086186540732
ENSG00000240175.1 1 0.12 0.35086186540732
ENSG00000241912.1 1 0.12 0.35086186540732
ENSG00000243305.1 1 0.12 0.35086186540732
ENSG00000244625.1 2 0.12 0.35086186540732
ENSG00000248161.1 1 0.12 0.35086186540732
ENSG00000249173.1 1 0.12 0.35086186540732
ENSG00000249645.1 1 0.12 0.35086186540732
ENSG00000250156.3 1 0.12 0.35086186540732
ENSG00000250657.1 1 0.12 0.35086186540732
ENSG00000253141.1 1 0.12 0.35086186540732
ENSG00000253238.1 1 0.12 0.35086186540732
ENSG00000254383.1 1 0.12 0.35086186540732
ENSG00000254438.1 1 0.12 0.35086186540732
ENSG00000254740.2 1 0.12 0.35086186540732
ENSG00000254900.1 1 0.12 0.35086186540732
ENSG00000255559.1 2 0.12 0.35086186540732
ENSG00000255794.2 3 0.12 0.35086186540732
ENSG00000256193.1 2 0.12 0.35086186540732
ENSG00000256433.1 1 0.12 0.35086186540732
ENSG00000258135.1 2 0.12 0.35086186540732
ENSG00000258779.2 2 0.12 0.35086186540732
ENSG00000260267.1 2 0.12 0.35086186540732
ENSG00000260360.1 1 0.12 0.35086186540732
ENSG00000260664.1 2 0.12 0.35086186540732
ENSG00000260723.1 1 0.12 0.35086186540732
ENSG00000260963.1 1 0.12 0.35086186540732
ENSG00000261749.2 1 0.12 0.35086186540732
ENSG00000266753.2 1 0.12 0.35086186540732
ENSG00000267028.1 1 0.12 0.35086186540732
ENSG00000267115.1 1 0.12 0.35086186540732
ENSG00000267520.2 2 0.12 0.35086186540732
ENSG00000267583.1 1 0.12 0.35086186540732
ENSG00000267627.1 1 0.12 0.35086186540732
ENSG00000267747.1 1 0.12 0.35086186540732
ENSG00000267879.1 1 0.12 0.35086186540732
ENSG00000269110.1 1 0.12 0.35086186540732
ENSG00000269290.1 1 0.12 0.35086186540732
ENSG00000269296.1 2 0.12 0.35086186540732
ENSG00000272791.1 1 0.12 0.35086186540732
ENSG00000272995.1 1 0.12 0.35086186540732
ENSG00000273084.1 1 0.12 0.35086186540732
ENSG00000273261.1 1 0.12 0.35086186540732
ENSG00000273382.1 2 0.12 0.35086186540732
ENSG00000230686.1 1 0.125 0.35086186540732
ENSG00000232342.3 1 0.125 0.35086186540732
ENSG00000243081.2 1 0.125 0.35086186540732
ENSG00000250056.1 2 0.125 0.35086186540732
ENSG00000253390.1 1 0.125 0.35086186540732
ENSG00000255020.1 1 0.125 0.35086186540732
ENSG00000258670.1 1 0.125 0.35086186540732
ENSG00000264895.1 1 0.125 0.35086186540732
ENSG00000266840.1 1 0.125 0.35086186540732
ENSG00000266955.1 1 0.125 0.35086186540732
ENSG00000267348.2 1 0.125 0.35086186540732
ENSG00000270145.1 1 0.125 0.35086186540732
ENSG00000122043.6 1 0.13 0.35086186540732
ENSG00000189295.9 1 0.13 0.35086186540732
ENSG00000223351.1 1 0.13 0.35086186540732
ENSG00000223470.2 1 0.13 0.35086186540732
ENSG00000224031.1 1 0.13 0.35086186540732
ENSG00000225076.1 1 0.13 0.35086186540732
ENSG00000225554.1 1 0.13 0.35086186540732
ENSG00000227188.1 1 0.13 0.35086186540732
ENSG00000228352.2 1 0.13 0.35086186540732
ENSG00000228906.1 1 0.13 0.35086186540732
ENSG00000229335.1 1 0.13 0.35086186540732
ENSG00000229400.1 1 0.13 0.35086186540732
ENSG00000231131.2 1 0.13 0.35086186540732
ENSG00000232729.3 1 0.13 0.35086186540732
ENSG00000232739.1 1 0.13 0.35086186540732
ENSG00000233682.2 1 0.13 0.35086186540732
ENSG00000235149.1 1 0.13 0.35086186540732
ENSG00000235304.1 1 0.13 0.35086186540732
ENSG00000235397.1 1 0.13 0.35086186540732
ENSG00000235770.1 3 0.13 0.35086186540732
ENSG00000235785.1 1 0.13 0.35086186540732
ENSG00000236617.2 1 0.13 0.35086186540732
ENSG00000237267.1 2 0.13 0.35086186540732
ENSG00000238078.1 1 0.13 0.35086186540732
ENSG00000238186.1 1 0.13 0.35086186540732
ENSG00000239395.1 1 0.13 0.35086186540732
ENSG00000248228.1 1 0.13 0.35086186540732
ENSG00000249332.1 1 0.13 0.35086186540732
ENSG00000251417.1 1 0.13 0.35086186540732
ENSG00000253222.1 1 0.13 0.35086186540732
ENSG00000254235.1 2 0.13 0.35086186540732
ENSG00000254913.1 1 0.13 0.35086186540732
ENSG00000255060.1 1 0.13 0.35086186540732
ENSG00000255246.1 1 0.13 0.35086186540732
ENSG00000255545.3 4 0.13 0.35086186540732
ENSG00000255553.1 1 0.13 0.35086186540732
ENSG00000257279.1 1 0.13 0.35086186540732
ENSG00000258119.1 1 0.13 0.35086186540732
ENSG00000258384.1 1 0.13 0.35086186540732
ENSG00000258633.1 1 0.13 0.35086186540732
ENSG00000258704.1 1 0.13 0.35086186540732
ENSG00000259462.1 2 0.13 0.35086186540732
ENSG00000261014.1 1 0.13 0.35086186540732
ENSG00000261024.2 1 0.13 0.35086186540732
ENSG00000261317.1 2 0.13 0.35086186540732
ENSG00000263345.1 1 0.13 0.35086186540732
ENSG00000264475.1 1 0.13 0.35086186540732
ENSG00000264569.1 1 0.13 0.35086186540732
ENSG00000267551.3 1 0.13 0.35086186540732
ENSG00000267559.1 1 0.13 0.35086186540732
ENSG00000267940.1 1 0.13 0.35086186540732
ENSG00000268823.2 1 0.13 0.35086186540732
ENSG00000269386.1 1 0.13 0.35086186540732
ENSG00000269984.1 2 0.13 0.35086186540732
ENSG00000272218.1 1 0.13 0.35086186540732
ENSG00000272810.1 1 0.13 0.35086186540732
ENSG00000273119.1 1 0.13 0.35086186540732
ENSG00000196810.4 2 0.135 0.353245033112583
ENSG00000203394.2 1 0.135 0.353245033112583
ENSG00000206567.5 1 0.135 0.353245033112583
ENSG00000260569.2 1 0.135 0.353245033112583
ENSG00000267263.1 1 0.135 0.353245033112583
ENSG00000183242.7 3 0.14 0.353245033112583
ENSG00000224511.1 1 0.14 0.353245033112583
ENSG00000225279.1 1 0.14 0.353245033112583
ENSG00000227244.2 1 0.14 0.353245033112583
ENSG00000228730.1 1 0.14 0.353245033112583
ENSG00000228740.2 1 0.14 0.353245033112583
ENSG00000231028.4 2 0.14 0.353245033112583
ENSG00000232909.1 1 0.14 0.353245033112583
ENSG00000233016.2 2 0.14 0.353245033112583
ENSG00000233261.1 1 0.14 0.353245033112583
ENSG00000233554.1 1 0.14 0.353245033112583
ENSG00000233891.3 2 0.14 0.353245033112583
ENSG00000236206.1 1 0.14 0.353245033112583
ENSG00000236682.1 1 0.14 0.353245033112583
ENSG00000236687.1 1 0.14 0.353245033112583
ENSG00000237928.1 1 0.14 0.353245033112583
ENSG00000240754.1 1 0.14 0.353245033112583
ENSG00000244041.3 1 0.14 0.353245033112583
ENSG00000244265.1 1 0.14 0.353245033112583
ENSG00000248137.1 1 0.14 0.353245033112583
ENSG00000249395.2 1 0.14 0.353245033112583
ENSG00000251129.1 1 0.14 0.353245033112583
ENSG00000251136.4 2 0.14 0.353245033112583
ENSG00000251652.1 1 0.14 0.353245033112583
ENSG00000254067.1 1 0.14 0.353245033112583
ENSG00000254497.1 1 0.14 0.353245033112583
ENSG00000254813.1 1 0.14 0.353245033112583
ENSG00000255148.2 1 0.14 0.353245033112583
ENSG00000256115.1 2 0.14 0.353245033112583
ENSG00000256250.1 1 0.14 0.353245033112583
ENSG00000256695.1 1 0.14 0.353245033112583
ENSG00000256982.1 1 0.14 0.353245033112583
ENSG00000258471.1 1 0.14 0.353245033112583
ENSG00000258682.1 1 0.14 0.353245033112583
ENSG00000259321.1 1 0.14 0.353245033112583
ENSG00000259436.1 1 0.14 0.353245033112583
ENSG00000259986.1 1 0.14 0.353245033112583
ENSG00000260037.1 1 0.14 0.353245033112583
ENSG00000260686.1 1 0.14 0.353245033112583
ENSG00000261058.1 1 0.14 0.353245033112583
ENSG00000262179.2 1 0.14 0.353245033112583
ENSG00000263126.1 2 0.14 0.353245033112583
ENSG00000266268.1 1 0.14 0.353245033112583
ENSG00000267094.1 1 0.14 0.353245033112583
ENSG00000267122.1 1 0.14 0.353245033112583
ENSG00000267248.1 1 0.14 0.353245033112583
ENSG00000267504.1 1 0.14 0.353245033112583
ENSG00000268184.1 1 0.14 0.353245033112583
ENSG00000269736.1 1 0.14 0.353245033112583
ENSG00000270041.1 1 0.14 0.353245033112583
ENSG00000271133.1 1 0.14 0.353245033112583
ENSG00000272066.1 2 0.14 0.353245033112583
ENSG00000272157.1 1 0.14 0.353245033112583
ENSG00000272485.1 1 0.14 0.353245033112583
ENSG00000249650.1 1 0.145 0.35681581685744
ENSG00000254919.1 1 0.145 0.35681581685744
ENSG00000260400.1 1 0.145 0.35681581685744
ENSG00000263443.1 1 0.145 0.35681581685744
ENSG00000263874.1 1 0.145 0.35681581685744
ENSG00000266040.1 1 0.145 0.35681581685744
ENSG00000267230.1 1 0.145 0.35681581685744
ENSG00000268584.1 1 0.145 0.35681581685744
ENSG00000269044.1 1 0.145 0.35681581685744
ENSG00000273156.1 1 0.145 0.35681581685744
ENSG00000175061.13 1 0.15 0.35681581685744
ENSG00000179141.5 2 0.15 0.35681581685744
ENSG00000196243.5 1 0.15 0.35681581685744
ENSG00000203434.2 1 0.15 0.35681581685744
ENSG00000203643.3 1 0.15 0.35681581685744
ENSG00000206249.3 1 0.15 0.35681581685744
ENSG00000219159.3 2 0.15 0.35681581685744
ENSG00000223478.1 1 0.15 0.35681581685744
ENSG00000225431.1 1 0.15 0.35681581685744
ENSG00000225730.1 1 0.15 0.35681581685744
ENSG00000226694.2 1 0.15 0.35681581685744
ENSG00000229901.1 1 0.15 0.35681581685744
ENSG00000230479.1 1 0.15 0.35681581685744
ENSG00000231616.4 1 0.15 0.35681581685744
ENSG00000232160.2 2 0.15 0.35681581685744
ENSG00000233338.1 1 0.15 0.35681581685744
ENSG00000233728.1 1 0.15 0.35681581685744
ENSG00000235875.3 1 0.15 0.35681581685744
ENSG00000240032.1 1 0.15 0.35681581685744
ENSG00000242622.1 1 0.15 0.35681581685744
ENSG00000243347.1 1 0.15 0.35681581685744
ENSG00000243993.1 1 0.15 0.35681581685744
ENSG00000244203.2 1 0.15 0.35681581685744
ENSG00000244468.1 1 0.15 0.35681581685744
ENSG00000248492.1 1 0.15 0.35681581685744
ENSG00000249341.1 1 0.15 0.35681581685744
ENSG00000250739.1 1 0.15 0.35681581685744
ENSG00000251182.1 1 0.15 0.35681581685744
ENSG00000251331.2 1 0.15 0.35681581685744
ENSG00000251586.1 1 0.15 0.35681581685744
ENSG00000254357.1 1 0.15 0.35681581685744
ENSG00000257612.1 1 0.15 0.35681581685744
ENSG00000260725.1 2 0.15 0.35681581685744
ENSG00000260777.1 2 0.15 0.35681581685744
ENSG00000264693.1 1 0.15 0.35681581685744
ENSG00000265511.1 1 0.15 0.35681581685744
ENSG00000267421.2 1 0.15 0.35681581685744
ENSG00000267509.1 1 0.15 0.35681581685744
ENSG00000267522.1 1 0.15 0.35681581685744
ENSG00000269043.1 1 0.15 0.35681581685744
ENSG00000269890.1 2 0.15 0.35681581685744
ENSG00000271147.3 2 0.15 0.35681581685744
ENSG00000272462.2 2 0.15 0.35681581685744
ENSG00000273056.1 1 0.15 0.35681581685744
ENSG00000273097.1 1 0.15 0.35681581685744
ENSG00000203307.2 1 0.16 0.363578528827038
ENSG00000203601.3 1 0.16 0.363578528827038
ENSG00000223522.1 1 0.16 0.363578528827038
ENSG00000223751.1 1 0.16 0.363578528827038
ENSG00000223929.1 1 0.16 0.363578528827038
ENSG00000223941.1 1 0.16 0.363578528827038
ENSG00000226320.1 1 0.16 0.363578528827038
ENSG00000227713.1 1 0.16 0.363578528827038
ENSG00000227838.1 1 0.16 0.363578528827038
ENSG00000229613.1 1 0.16 0.363578528827038
ENSG00000229896.2 1 0.16 0.363578528827038
ENSG00000230537.1 1 0.16 0.363578528827038
ENSG00000232117.1 2 0.16 0.363578528827038
ENSG00000233208.1 1 0.16 0.363578528827038
ENSG00000233577.2 1 0.16 0.363578528827038
ENSG00000234062.3 2 0.16 0.363578528827038
ENSG00000235389.2 1 0.16 0.363578528827038
ENSG00000235522.2 1 0.16 0.363578528827038
ENSG00000236747.1 1 0.16 0.363578528827038
ENSG00000236760.1 1 0.16 0.363578528827038
ENSG00000237923.1 1 0.16 0.363578528827038
ENSG00000249592.1 1 0.16 0.363578528827038
ENSG00000253640.1 2 0.16 0.363578528827038
ENSG00000253849.1 1 0.16 0.363578528827038
ENSG00000254659.2 1 0.16 0.363578528827038
ENSG00000254968.2 1 0.16 0.363578528827038
ENSG00000255082.1 2 0.16 0.363578528827038
ENSG00000256686.1 1 0.16 0.363578528827038
ENSG00000257164.1 1 0.16 0.363578528827038
ENSG00000258077.2 1 0.16 0.363578528827038
ENSG00000258433.1 1 0.16 0.363578528827038
ENSG00000258499.1 1 0.16 0.363578528827038
ENSG00000258970.1 1 0.16 0.363578528827038
ENSG00000259640.1 1 0.16 0.363578528827038
ENSG00000259779.1 1 0.16 0.363578528827038
ENSG00000260090.1 3 0.16 0.363578528827038
ENSG00000260336.1 2 0.16 0.363578528827038
ENSG00000262456.1 1 0.16 0.363578528827038
ENSG00000263884.1 2 0.16 0.363578528827038
ENSG00000267016.1 1 0.16 0.363578528827038
ENSG00000267646.1 2 0.16 0.363578528827038
ENSG00000269271.1 1 0.16 0.363578528827038
ENSG00000272329.1 1 0.16 0.363578528827038
ENSG00000272434.1 1 0.16 0.363578528827038
ENSG00000273301.1 2 0.16 0.363578528827038
ENSG00000248866.1 1 0.165 0.366277097078228
ENSG00000256278.1 1 0.165 0.366277097078228
ENSG00000196893.3 1 0.17 0.366277097078228
ENSG00000203620.2 1 0.17 0.366277097078228
ENSG00000204792.2 1 0.17 0.366277097078228
ENSG00000205786.4 2 0.17 0.366277097078228
ENSG00000214725.3 1 0.17 0.366277097078228
ENSG00000224391.1 1 0.17 0.366277097078228
ENSG00000224505.2 1 0.17 0.366277097078228
ENSG00000224655.1 1 0.17 0.366277097078228
ENSG00000224794.1 1 0.17 0.366277097078228
ENSG00000224805.2 1 0.17 0.366277097078228
ENSG00000227274.1 1 0.17 0.366277097078228
ENSG00000227712.1 1 0.17 0.366277097078228
ENSG00000227906.3 2 0.17 0.366277097078228
ENSG00000228842.2 1 0.17 0.366277097078228
ENSG00000229334.1 1 0.17 0.366277097078228
ENSG00000229792.1 1 0.17 0.366277097078228
ENSG00000231013.1 1 0.17 0.366277097078228
ENSG00000231680.1 1 0.17 0.366277097078228
ENSG00000232044.4 4 0.17 0.366277097078228
ENSG00000233985.1 1 0.17 0.366277097078228
ENSG00000234695.1 1 0.17 0.366277097078228
ENSG00000234710.1 1 0.17 0.366277097078228
ENSG00000234940.1 1 0.17 0.366277097078228
ENSG00000235123.1 1 0.17 0.366277097078228
ENSG00000235245.1 1 0.17 0.366277097078228
ENSG00000235527.2 1 0.17 0.366277097078228
ENSG00000236106.1 2 0.17 0.366277097078228
ENSG00000237976.1 1 0.17 0.366277097078228
ENSG00000240573.1 1 0.17 0.366277097078228
ENSG00000246263.2 1 0.17 0.366277097078228
ENSG00000248518.1 1 0.17 0.366277097078228
ENSG00000248671.3 1 0.17 0.366277097078228
ENSG00000250064.1 1 0.17 0.366277097078228
ENSG00000250529.1 1 0.17 0.366277097078228
ENSG00000253210.1 1 0.17 0.366277097078228
ENSG00000254377.1 3 0.17 0.366277097078228
ENSG00000255871.2 2 0.17 0.366277097078228
ENSG00000258169.1 1 0.17 0.366277097078228
ENSG00000258727.1 1 0.17 0.366277097078228
ENSG00000258912.1 1 0.17 0.366277097078228
ENSG00000259478.2 1 0.17 0.366277097078228
ENSG00000260737.1 1 0.17 0.366277097078228
ENSG00000261570.1 1 0.17 0.366277097078228
ENSG00000265055.1 1 0.17 0.366277097078228
ENSG00000266256.1 4 0.17 0.366277097078228
ENSG00000267407.1 1 0.17 0.366277097078228
ENSG00000267414.1 1 0.17 0.366277097078228
ENSG00000267560.1 1 0.17 0.366277097078228
ENSG00000268061.1 1 0.17 0.366277097078228
ENSG00000268549.1 1 0.17 0.366277097078228
ENSG00000270071.1 1 0.17 0.366277097078228
ENSG00000270189.1 1 0.17 0.366277097078228
ENSG00000272030.1 1 0.17 0.366277097078228
ENSG00000198106.7 1 0.18 0.371371841155235
ENSG00000204929.7 2 0.18 0.371371841155235
ENSG00000206417.4 1 0.18 0.371371841155235
ENSG00000223768.1 1 0.18 0.371371841155235
ENSG00000224945.1 1 0.18 0.371371841155235
ENSG00000226091.3 1 0.18 0.371371841155235
ENSG00000227060.2 1 0.18 0.371371841155235
ENSG00000228329.1 1 0.18 0.371371841155235
ENSG00000228539.1 1 0.18 0.371371841155235
ENSG00000228705.1 1 0.18 0.371371841155235
ENSG00000229258.1 1 0.18 0.371371841155235
ENSG00000229951.1 1 0.18 0.371371841155235
ENSG00000230490.2 1 0.18 0.371371841155235
ENSG00000232193.1 1 0.18 0.371371841155235
ENSG00000233006.2 1 0.18 0.371371841155235
ENSG00000234147.1 1 0.18 0.371371841155235
ENSG00000236354.1 1 0.18 0.371371841155235
ENSG00000236700.1 1 0.18 0.371371841155235
ENSG00000237027.1 1 0.18 0.371371841155235
ENSG00000237647.4 2 0.18 0.371371841155235
ENSG00000237753.1 1 0.18 0.371371841155235
ENSG00000238246.1 1 0.18 0.371371841155235
ENSG00000239513.1 1 0.18 0.371371841155235
ENSG00000244040.1 2 0.18 0.371371841155235
ENSG00000248197.1 1 0.18 0.371371841155235
ENSG00000249487.2 1 0.18 0.371371841155235
ENSG00000249994.1 1 0.18 0.371371841155235
ENSG00000250694.1 1 0.18 0.371371841155235
ENSG00000250863.1 1 0.18 0.371371841155235
ENSG00000253106.1 1 0.18 0.371371841155235
ENSG00000253111.1 1 0.18 0.371371841155235
ENSG00000253712.1 1 0.18 0.371371841155235
ENSG00000254066.1 1 0.18 0.371371841155235
ENSG00000256551.1 1 0.18 0.371371841155235
ENSG00000258882.1 1 0.18 0.371371841155235
ENSG00000259267.1 1 0.18 0.371371841155235
ENSG00000260271.1 2 0.18 0.371371841155235
ENSG00000261087.1 1 0.18 0.371371841155235
ENSG00000264334.1 1 0.18 0.371371841155235
